,E_Equipment Serial Number,E_OEM Nameplate SN
636,GG642195,642195
637,GG642194,642194
638,GG642193,642193
639,GG679213,679213
640,GG679212,679212
641,GG679218,679218
642,GG641212,641212
643,GG641213,641213
644,GG641222,641222
645,GG641216,641216
646,GG481452,481452
647,GG481493,481493
648,GG679113,679113
649,GG679185,679185
650,GG679168,679168
651,GG679124,679124
652,GG679225,679225
653,GG679104,679104
654,GG751106,751106
655,GG691204,691204
656,GG691206,691206
657,GG691205,691205
658,GG751104,751104
659,GG751105,751105
660,GG691137,691137
661,GG691136,691136
662,GG691138,691138
663,GG691207,691207
664,GG691139,691139
665,GG481409,481409
666,GG481489,481489
667,GG481499,481499
668,GG481500,481500
669,GG642124,642124
670,GG481916,481916
671,GG481917,481917
672,GG635056,635056
673,GG481125,481125
674,GG635110,635110
675,GG691297,691297
676,GG691220,691220
677,GG691071,691071
678,GG481892,481892
679,GG691144,691144
680,GG481384,481384
681,GG691908,691908
682,GG691919,691919
683,GG691918,691918
684,GG691072,691072
685,GG641249,641249
686,GG641172,641172
687,GG641171,641171
688,GG671134,671134
689,GG671128,671128
690,GG671136,671136
691,GG642055,642055
692,GG679110,679110
693,GG679120,679120
694,GG679119,679119
695,GG679115,679115
696,GG641208,641208
697,GG641211,641211
698,GG641290,641290
699,GG641291,641291
700,GG641287,641287
701,GG641206,641206
702,GG641205,641205
703,GG641289,641289
704,GG417182,417182
705,GG417198,417198
706,GG641181,641181
707,GG641182,641182
708,GG481972,481972
709,GG691173,691173
710,GG691172,691172
711,GG691178,691178
712,GG671143,671143
713,GG676185,676185
714,GG676178,676178
715,GG676222,676222
716,GG676181,676181
717,GG676184,676184
718,GG676180,676180
719,GG676232,676232
720,GG676235,676235
721,GG676237,676237
722,GG676233,676233
723,GG676239,676239
724,GG676234,676234
725,GG676187,676187
726,GG676223,676223
727,GG676217,676217
728,GG676218,676218
729,GG676219,676219
730,GG676188,676188
731,GG691242,691242
732,GG691257,691257
733,GG481501,481501
734,GG481502,481502
735,GG691159,691159
736,GG691009,691009
737,GG481122,481122
738,GG481121,481121
739,GG679138,679138
740,GG679102,679102
741,GG641252,641252
742,GG641253,641253
743,GG641254,641254
744,GG481124,481124
745,GG691007,691007
746,GG691017,691017
747,GG680103,680103
748,GG680102,680102
749,GG680101,680101
750,GG671164,671164
751,GG751063,751063
752,GG676114,676114
753,GG676112,676112
754,GG676110,676110
755,GG481864,481864
756,GG481871,481871
757,GG481863,481863
758,GG481860,481860
759,GG677169,677169
760,GG677168,677168
761,GG677166,677166
762,GG641267,641267
763,GG641123,641123
764,GG641051,641051
765,GG641167,641167
766,GG481255,481255
767,GG679162,679162
768,GG679152,679152
769,GG679164,679164
770,GG691269,691269
771,GG679153,679153
772,GG691268,691268
773,GG676101,676101
774,GG642127,642127
775,GG642134,642134
776,GG671236,671236
777,GG671237,671237
778,GG691208,691208
779,GG691002,691002
780,GG481126,481126
781,GG481024,481024
782,GG679247,679247
783,GG679105,679105
784,GG679106,679106
785,GG557134,557134
786,GG557126,557126
787,GG557124,557124
788,GG557131,557131
789,GG691182,691182
790,GG691181,691181
791,GG691231,691231
792,GG678145,678145
793,GG678148,678148
794,GG678133,678133
795,GG678135,678135
796,GG678141,678141
797,GG678130,678130
798,GG678128,678128
799,GG678132,678132
800,GG678151,678151
801,GG678142,678142
802,GG678144,678144
803,GG678129,678129
804,GG481928,481928
805,GG481925,481925
806,GG671107,671107
807,GG671223,671223
808,GG671190,671190
809,GG671222,671222
810,GG671221,671221
811,GG671219,671219
812,GG751041,751041
813,GG751020,751020
814,GG481894,481894
815,GG751531,751531
816,GG641259,641259
817,GG641214,641214
818,GG641237,641237
819,GG481508,481508
820,GG481505,481505
821,GG481456,481456
822,GG481475,481475
823,GG691143,691143
824,GG691212,691212
825,GG691107,691107
826,GG691900,691900
827,GG691028,691028
828,GG751114,751114
829,GG751115,751115
830,GG420990,420990
831,GG635055,635055
832,GG635054,635054
833,GG192451,192451
834,GG671216,671216
835,GG671215,671215
836,GG671212,671212
837,GG671227,671227
838,GG557159,557159
839,GG691912,691912
840,GG680104,680104
841,GG635115,635115
842,GG691248,691248
843,GG691913,691913
844,GG680106,680106
845,GG636109,636109
846,GG557154,557154
847,GG635052,635052
848,GG679235,679235
849,GG635116,635116
850,GG680105,680105
851,GG557158,557158
852,GG557141,557141
853,GG672132,672132
854,GG635117,635117
855,GG671250,671250
856,GG671252,671252
857,GG671249,671249
858,GG636108,636108
859,GG751097,751097
860,GG691125,691125
861,GG691123,691123
862,GG691027,691027
863,GG679143,679143
864,GG679141,679141
865,GG671217,671217
866,GG671051,671051
867,GG671124,671124
868,GG671239,671239
869,GG481621,481621
870,GG481845,481845
871,GG481750,481750
872,GG481679,481679
873,GG691120,691120
874,GG691112,691112
875,GG671062,671062
876,GG671056,671056
877,GG636051,636051
878,GG636106,636106
879,GG677164,677164
880,GG677162,677162
881,GG677163,677163
882,GG677165,677165
883,GG677159,677159
884,GG677160,677160
885,GG691133,691133
886,GG751021,751021
887,GG751010,751010
888,GG641056,641056
889,GG641120,641120
890,GG641138,641138
891,GG641117,641117
892,GG641132,641132
893,GG641121,641121
894,GG641130,641130
895,GG641052,641052
896,GG641122,641122
897,GG641116,641116
898,GG671204,671204
899,GG481664,481664
900,GG481625,481625
901,GG691154,691154
902,GG636111,636111
903,GG474194,474194
904,GG474195,474195
905,GG197102,197102
906,GG197101,197101
907,GG691118,691118
908,GG671246,671246
909,GG691108,691108
910,GG691115,691115
911,GG691126,691126
912,GG677185,677185
913,GG677184,677184
914,GG677186,677186
915,GG552106,552106
916,GG671203,671203
917,GG552105,552105
918,GG552103,552103
919,GG552102,552102
920,GG552104,552104
921,GG671256,671256
922,GG691926,691926
923,GG481636,481636
924,GG481626,481626
925,GG481707,481707
926,GG751526,751526
927,GG191127,191127
928,GG191126,191126
929,GG672105,672105
930,GG642114,642114
931,GG642110,642110
932,GG671175,671175
933,GG672112,672112
934,GG481708,481708
935,GG481748,481748
936,GG671242,671242
937,GG671201,671201
938,GG642199,642199
939,GG671231,671231
940,GG642200,642200
941,GG671105,671105
942,GG671113,671113
943,GG557144,557144
944,GG671158,671158
945,GG672127,672127
946,GG671106,671106
947,GG671121,671121
948,GG671183,671183
949,GG671057,671057
950,GG671184,671184
951,GG671176,671176
952,GG691048,691048
953,GG671229,671229
954,GG671177,671177
955,GG559107,559107
956,GG559056,559056
957,GG641110,641110
958,GG642138,642138
959,GG642154,642154
960,GG642150,642150
961,GG642149,642149
962,GG474162,474162
963,GG474169,474169
964,GG474127,474127
965,GG481683,481683
966,GG557233,557233
967,GG671214,671214
968,GG671210,671210
969,GG671211,671211
970,GG481511,481511
971,GG552107,552107
972,GG481484,481484
973,GG671104,671104
974,GG671102,671102
975,GG481031,481031
976,GG481028,481028
977,GG481030,481030
978,GG481029,481029
979,GG679144,679144
980,GG679145,679145
981,GG679150,679150
982,GG679151,679151
983,GG671257,671257
984,GG691170,691170
985,GG691106,691106
986,GG672102,672102
987,GG691030,691030
988,GG691301,691301
989,GG671127,671127
990,GG671116,671116
991,GG672103,672103
992,GG691033,691033
993,GG671117,671117
994,GG671115,671115
995,GG671110,671110
996,GG677115,677115
997,GG192458,192458
998,GG192472,192472
999,GG192477,192477
1000,GG192440,192440
1001,GG616104,616104
1002,GG192455,192455
1003,GG616106,616106
1004,GG192476,192476
1005,GG677114,677114
1006,GG192471,192471
1007,GG192473,192473
1008,GG192456,192456
1009,GG616105,616105
1010,GG192442,192442
1011,GG616103,616103
1012,GG192449,192449
1013,GG676167,676167
1014,GG676175,676175
1015,GG676162,676162
1016,GG676168,676168
1017,GG481391,481391
1018,GG481879,481879
1019,GG676203,676203
1020,GG676204,676204
1021,GG676205,676205
1022,GG676108,676108
1023,GG676107,676107
1024,GG676171,676171
1025,GG676106,676106
1026,GG481983,481983
1027,GG481987,481987
1028,GG481989,481989
1029,GG642205,642205
1030,GG642207,642207
1031,GG642198,642198
1032,GG642208,642208
1033,GG642206,642206
1034,GG676240,676240
1035,GG676221,676221
1036,GG676213,676213
1037,GG676214,676214
1038,GG678051,678051
1039,GG751078,751078
1040,GG691059,691059
1041,GG671149,671149
1042,GG671151,671151
1043,GG481738,481738
1044,GG481726,481726
1045,GG481778,481778
1046,GG671165,671165
1047,GG678160,678160
1048,GG678161,678161
1049,GG642129,642129
1050,GG691076,691076
1051,GG691075,691075
1052,GG671142,671142
1053,GG671171,671171
1054,GG671148,671148
1055,GG671156,671156
1056,GG671170,671170
1057,GG642146,642146
1058,GG641342,641342
1059,GG641341,641341
1060,GG641337,641337
1061,GG641184,641184
1062,GG641284,641284
1063,GG676164,676164
1064,GG676173,676173
1065,GG192498,192498
1066,GG192497,192497
1067,GG676172,676172
1068,GG676166,676166
1069,GG642278,642278
1070,GG678110,678110
1071,GG678107,678107
1072,GG678105,678105
1073,GG678119,678119
1074,GG481820,481820
1075,GG481796,481796
1076,GG481819,481819
1077,GG559113,559113
1078,GG559110,559110
1079,GG559106,559106
1080,GG679223,679223
1081,GG679245,679245
1082,GG679221,679221
1083,GG679222,679222
1084,GG642273,642273
1085,GG678155,678155
1086,GG678156,678156
1087,GG679202,679202
1088,GG679183,679183
1089,GG679184,679184
1090,GG679112,679112
1091,GG691223,691223
1092,GG642216,642216
1093,GG691909,691909
1094,GG679108,679108
1095,GG679109,679109
1096,GG679114,679114
1097,GG671241,671241
1098,GG481025,481025
1099,GG671188,671188
1100,GG671191,671191
1101,GG481026,481026
1102,GG671186,671186
1103,GG557292,557292
1104,GG678127,678127
1105,GG481975,481975
1106,GG481984,481984
1107,GG481979,481979
1108,GG678194,678194
1109,GG678193,678193
1110,GG678190,678190
1111,GG474174,474174
1112,GG474188,474188
1113,GG474104,474104
1114,GG678163,678163
1115,GG678165,678165
1116,GG679199,679199
1117,GG679211,679211
1118,GG642292,642292
1119,GG642291,642291
1120,GG642290,642290
1121,GG642287,642287
1122,GG642286,642286
1123,GG642262,642262
1124,GG751044,751044
1125,GG751033,751033
1126,GG751007,751007
1127,GG192207,192207
1128,GG192167,192167
1129,GG192189,192189
1130,GG192317,192317
1131,GG481900,481900
1132,GG481714,481714
1133,GG481887,481887
1134,GG559140,559140
1135,GG559145,559145
1136,GG559141,559141
1137,GG559143,559143
1138,GG559144,559144
1139,GG691225,691225
1140,GG481920,481920
1141,GG751508,751508
1142,GG481919,481919
1143,GG691215,691215
1144,GG557146,557146
1145,GG557152,557152
1146,GG557145,557145
1147,GG557148,557148
1148,GG641158,641158
1149,GG641150,641150
1150,GG641202,641202
1151,GG641152,641152
1152,GG641223,641223
1153,GG456797,456797
1154,GG641169,641169
1155,GG641168,641168
1156,GG481723,481723
1157,GG557168,557168
1158,GG751521,751521
1159,GG751034,751034
1160,GG751086,751086
1161,GG559121,559121
1162,GG185195,185195
1163,GG559105,559105
1164,GG190217,190217
1165,GG481021,481021
1166,GG481646,481646
1167,GG481647,481647
1168,GG185115,185115
1169,GG671101,671101
1170,GG671118,671118
1171,GG671162,671162
1172,GG679121,679121
1173,GG679228,679228
1174,GG635114,635114
1175,GG635104,635104
1176,GG635105,635105
1177,GG691282,691282
1178,GG691281,691281
1179,GG691283,691283
1180,GG557269,557269
1181,GG415212,415212
1182,GG175171,175171
1183,GG417413,417413
1184,GG481495,481495
1185,GG671209,671209
1186,GG671226,671226
1187,GG481680,481680
1188,GG691163,691163
1189,GG481542,481542
1190,GG417184,417184
1191,GG672122,672122
1192,GG672118,672118
1193,GG641058,641058
1194,GG641218,641218
1195,GG481831,481831
1196,GG481868,481868
1197,GG481827,481827
1198,GG481825,481825
1199,GG481828,481828
1200,GG481464,481464
1201,GG672110,672110
1202,GG672050,672050
1203,GG672109,672109
1204,GG672117,672117
1205,GG642260,642260
1206,GG481686,481686
1207,GG691184,691184
1208,GG691149,691149
1209,GG691186,691186
1210,GG560102,560102
1211,GG192496,192496
1212,GG672137,672137
1213,GG641316,641316
1214,GG641261,641261
1215,GG641215,641215
1216,GG641112,641112
1217,GG641057,641057
1218,GG481476,481476
1219,GG481795,481795
1220,GG481808,481808
1221,GG641201,641201
1222,GG641200,641200
1223,GG191692,191692
1224,GG191645,191645
1225,GG191690,191690
1226,GG191694,191694
1227,GG671276,671276
1228,GG671275,671275
1229,GG481455,481455
1230,GG672115,672115
1231,GG671232,671232
1232,GG671234,671234
1233,GG671233,671233
1234,GG641190,641190
1235,GG641188,641188
1236,GG557195,557195
1237,GG557202,557202
1238,GG557241,557241
1239,GG557245,557245
1240,GG557253,557253
1241,GG559162,559162
1242,GG676238,676238
1243,GG676231,676231
1244,GG676230,676230
1245,GG676229,676229
1246,GG557306,557306
1247,GG557305,557305
1248,GG557303,557303
1249,GG678198,678198
1250,GG678197,678197
1251,GG642261,642261
1252,GG481826,481826
1253,GG481991,481991
1254,GG481835,481835
1255,GG679355,679355
1256,GG679346,679346
1257,GG679340,679340
1258,GG191709,191709
1259,GG679390,679390
1260,GG679384,679384
1261,GG679388,679388
1262,GG679389,679389
1263,GG606105,606105
1264,GG606104,606104
1265,GG679387,679387
1266,GG679386,679386
1267,GG679385,679385
1268,GG679391,679391
1269,GG679378,679378
1270,GG679377,679377
1271,GG679375,679375
1272,GG679392,679392
1273,GG679376,679376
1274,GG642288,642288
1275,GG642289,642289
1276,GG642293,642293
1277,GG616116,616116
1278,GG642294,642294
1279,GG642266,642266
1280,GG995116,995116
1281,GG995118,995118
1282,GG995111,995111
1283,GG995112,995112
1284,GG995115,995115
1285,GG995114,995114
1286,GG642220,642220
1287,GG642219,642219
1288,GG642218,642218
1289,GG642284,642284
1290,GG642283,642283
1291,GG642280,642280
1292,GG642059,642059
1293,GG671285,671285
1294,GG691928,691928
1295,GG635122,635122
1296,GG635120,635120
1297,GG635123,635123
1298,GG635124,635124
1299,GG635118,635118
1300,GG635121,635121
1301,GG635125,635125
1302,GG635119,635119
1303,GG679139,679139
1304,GG679137,679137
1305,GG679140,679140
1306,GG677103,677103
1307,GG677109,677109
1308,GG677101,677101
1309,GG677105,677105
1310,GG677110,677110
1311,GG677104,677104
1312,GG641297,641297
1313,GG641305,641305
1314,GG641303,641303
1315,GG641301,641301
1316,GG641306,641306
1317,GG641304,641304
1318,GG679215,679215
1319,GG679207,679207
1320,GG679201,679201
1321,GG679208,679208
1322,GG679209,679209
1323,GG679200,679200
1324,GG671119,671119
1325,GG671103,671103
1326,GG671052,671052
1327,GG691907,691907
1328,GG691124,691124
1329,GG691128,691128
1330,GG691236,691236
1331,GG691901,691901
1332,GG671174,671174
1333,GG641170,641170
1334,GG641247,641247
1335,GG641054,641054
1336,GG641236,641236
1337,GG641235,641235
1338,GG641234,641234
1339,GG751032,751032
1340,GG642279,642279
1341,GG642277,642277
1342,GG642275,642275
1343,GG642057,642057
1344,GG642252,642252
1345,GG642253,642253
1346,GG642249,642249
1347,GG642254,642254
1348,GG642251,642251
1349,GG642263,642263
1350,GG642241,642241
1351,GG642250,642250
1352,GG642245,642245
1353,GG642239,642239
1354,GG642242,642242
1355,GG642240,642240
1356,GG642243,642243
1357,GG642264,642264
1358,GG691191,691191
1359,GG691190,691190
1360,GG691232,691232
1361,GG691233,691233
1362,GG642184,642184
1363,GG642164,642164
1364,GG642183,642183
1365,GG671244,671244
1366,GG691023,691023
1367,GG691085,691085
1368,GG671220,671220
1369,GG691021,691021
1370,GG671243,671243
1371,GG641256,641256
1372,GG641257,641257
1373,GG641262,641262
1374,GG641260,641260
1375,GG677145,677145
1376,GG677141,677141
1377,GG677143,677143
1378,GG677142,677142
1379,GG671065,671065
1380,GG671251,671251
1381,GG691914,691914
1382,GG481904,481904
1383,GG481906,481906
1384,GG481909,481909
1385,GG751107,751107
1386,GG751101,751101
1387,GG751116,751116
1388,GG642210,642210
1389,GG671253,671253
1390,GG642212,642212
1391,GG642231,642231
1392,GG642215,642215
1393,GG642232,642232
1394,GG642209,642209
1395,GG642236,642236
1396,GG642211,642211
1397,GG642234,642234
1398,GG642214,642214
1399,GG671258,671258
1400,GG642233,642233
1401,GG671254,671254
1402,GG642213,642213
1403,GG642235,642235
1404,GG671259,671259
1405,GG671255,671255
1406,GG671260,671260
1407,GG642122,642122
1408,GG641176,641176
1409,GG641178,641178
1410,GG641250,641250
1411,GG691230,691230
1412,GG691229,691229
1413,GG691193,691193
1414,GG691192,691192
1415,GG751006,751006
1416,GG481734,481734
1417,GG481537,481537
1418,GG481563,481563
1419,GG691244,691244
1420,GG481373,481373
1421,GG679170,679170
1422,GG679128,679128
1423,GG679134,679134
1424,GG678122,678122
1425,GG678123,678123
1426,GG678120,678120
1427,GG642174,642174
1428,GG642175,642175
1429,GG642173,642173
1430,GG642189,642189
1431,GG642188,642188
1432,GG642187,642187
1433,GG559109,559109
1434,GG559052,559052
1435,GG557104,557104
1436,GG642161,642161
1437,GG642160,642160
1438,GG672131,672131
1439,GG691081,691081
1440,GG481459,481459
1441,GG481403,481403
1442,GG481807,481807
1443,GG641180,641180
1444,GG641157,641157
1445,GG481937,481937
1446,GG481817,481817
1447,GG481930,481930
1448,GG671112,671112
1449,GG671230,671230
1450,GG671054,671054
1451,GG671169,671169
1452,GG671168,671168
1453,GG642142,642142
1454,GG642140,642140
1455,GG642144,642144
1456,GG642139,642139
1457,GG642143,642143
1458,GG642176,642176
1459,GG481695,481695
1460,GG691254,691254
1461,GG691266,691266
1462,GG642111,642111
1463,GG641199,641199
1464,GG641203,641203
1465,GG641154,641154
1466,GG641204,641204
1467,GG641196,641196
1468,GG587005,587005
1469,GG691012,691012
1470,GG691018,691018
1471,GG688104,688104
1472,GG688105,688105
1473,GG688106,688106
1474,GG751082,751082
1475,GG691066,691066
1476,GG481462,481462
1477,GG641139,641139
1478,GG641111,641111
1479,GG671197,671197
1480,GG671199,671199
1481,GG671198,671198
1482,GG671135,671135
1483,GG671182,671182
1484,GG671063,671063
1485,GG635050,635050
1486,GG635053,635053
1487,GG635107,635107
1488,GG635051,635051
1489,GG635106,635106
1490,GG641108,641108
1491,GG672108,672108
1492,GG481375,481375
1493,GG691150,691150
1494,GG691171,691171
1495,GG671131,671131
1496,GG671146,671146
1497,GG671145,671145
1498,GG481385,481385
1499,GG671155,671155
1500,GG671154,671154
1501,GG671144,671144
1502,GG671152,671152
1503,GG481471,481471
1504,GG481473,481473
1505,GG691099,691099
1506,GG481472,481472
1507,GG671193,671193
1508,GG691131,691131
1509,GG751111,751111
1510,GG751070,751070
1511,GG691065,691065
1512,GG751045,751045
1513,GG481383,481383
1514,GG671248,671248
1515,GG671053,671053
1516,GG671205,671205
1517,GG671187,671187
1518,GG559108,559108
1519,GG642107,642107
1520,GG481724,481724
1521,GG481254,481254
1522,GG671059,671059
1523,GG691134,691134
1524,GG642132,642132
1525,GG636103,636103
1526,GG636101,636101
1527,GG691915,691915
1528,GG481022,481022
1529,GG481023,481023
1530,GG691196,691196
1531,GG691194,691194
1532,GG691195,691195
1533,GG641124,641124
1534,GG641104,641104
1535,GG691130,691130
1536,GG474184,474184
1537,GG691175,691175
1538,GG691176,691176
1539,GG691904,691904
1540,GG691237,691237
1541,GG671196,671196
1542,GG671195,671195
1543,GG671194,671194
1544,GG641126,641126
1545,GG641101,641101
1546,GG641125,641125
1547,GG641185,641185
1548,GG751004,751004
1549,GG751018,751018
1550,GG691161,691161
1551,GG691153,691153
1552,GG691185,691185
1553,GG671173,671173
1554,GG751100,751100
1555,GG751529,751529
1556,GG481698,481698
1557,GG481882,481882
1558,GG671240,671240
1559,GG678173,678173
1560,GG642119,642119
1561,GG691006,691006
1562,GG671126,671126
1563,GG691259,691259
1564,GG751096,751096
1565,GG751060,751060
1566,GG751028,751028
1567,GG642105,642105
1568,GG642103,642103
1569,GG642104,642104
1570,GG642106,642106
1571,GG671271,671271
1572,GG671272,671272
1573,GG671273,671273
1574,GG671274,671274
1575,GG691188,691188
1576,GG691187,691187
1577,GG691227,691227
1578,GG691183,691183
1579,GG751040,751040
1580,GG481006,481006
1581,GG751003,751003
1582,GG751012,751012
1583,GG642112,642112
1584,GG691923,691923
1585,GG641241,641241
1586,GG641149,641149
1587,GG691252,691252
1588,GG691084,691084
1589,GG417187,417187
1590,GG417189,417189
1591,GG417197,417197
1592,GG417180,417180
1593,GG671200,671200
1594,GG691011,691011
1595,GG671141,671141
1596,GG636050,636050
1597,GG636102,636102
1598,GG671185,671185
1599,GG635102,635102
1600,GG635101,635101
1601,GG751026,751026
1602,GG751017,751017
1603,GG671140,671140
1604,GG642130,642130
1605,GG642118,642118
1606,GG751031,751031
1607,GG751085,751085
1608,GG751065,751065
1609,GG642126,642126
1610,GG642116,642116
1611,GG481522,481522
1612,GG481691,481691
1613,GG691111,691111
1614,GG691167,691167
1615,GG691160,691160
1616,GG691285,691285
1617,GG691235,691235
1618,GG691148,691148
1619,GG691916,691916
1620,GG691286,691286
1621,GG751029,751029
1622,GG185196,185196
1623,GG336103,336103
1624,GG336106,336106
1625,GG641192,641192
1626,GG641194,641194
1627,GG641191,641191
1628,GG677124,677124
1629,GG677119,677119
1630,GG677123,677123
1631,GG677125,677125
1632,GG677118,677118
1633,GG677117,677117
1634,GG677127,677127
1635,GG677126,677126
1636,GG677120,677120
1637,GG677121,677121
1638,GG559139,559139
1639,GG559138,559138
1640,GG559135,559135
1641,GG191287,191287
1642,GG403146,403146
1643,GG417410,417410
1644,GG417190,417190
1645,GG417423,417423
1646,GG417422,417422
1647,GG417421,417421
1648,GG192171,192171
1649,GG192195,192195
1650,GG192231,192231
1651,GG192172,192172
1652,GG192224,192224
1653,GG751036,751036
1654,GG671132,671132
1655,GG671130,671130
1656,GG671133,671133
1657,GG192178,192178
1658,GG192190,192190
1659,GG192265,192265
1660,GG192150,192150
1661,GG192186,192186
1662,GG481535,481535
1663,GG481530,481530
1664,GG481356,481356
1665,GG481880,481880
1666,GG481397,481397
1667,GG481534,481534
1668,GG671161,671161
1669,GG671160,671160
1670,GG691069,691069
1671,GG481372,481372
1672,GG481556,481556
1673,GG481833,481833
1674,GG481711,481711
1675,GG481622,481622
1676,GG481623,481623
1677,GG481653,481653
1678,GG481857,481857
1679,GG481747,481747
1680,GG481523,481523
1681,GG481609,481609
1682,GG481608,481608
1683,GG481841,481841
1684,GG559051,559051
1685,GG642115,642115
1686,GG481540,481540
1687,GG481516,481516
1688,GG671061,671061
1689,GG691164,691164
1690,GG481701,481701
1691,GG481652,481652
1692,GG691165,691165
1693,GG481856,481856
1694,GG481884,481884
1695,GG481859,481859
1696,GG672106,672106
1697,GG481202,481202
1698,GG481749,481749
1699,GG481855,481855
1700,GG481577,481577
1701,GG481601,481601
1702,GG481890,481890
1703,GG481201,481201
1704,GG481710,481710
1705,GG481203,481203
1706,GG481848,481848
1707,GG481851,481851
1708,GG481251,481251
1709,GG481392,481392
1710,GG481518,481518
1711,GG481555,481555
1712,GG481657,481657
1713,GG481620,481620
1714,GG691016,691016
1715,GG191353,191353
1716,GG191698,191698
1717,GG557203,557203
1718,GG191780,191780
1719,GG191756,191756
1720,GG481926,481926
1721,GG481895,481895
1722,GG481784,481784
1723,GG185145,185145
1724,GG335108,335108
1725,GG474189,474189
1726,GG481971,481971
1727,GG691104,691104
1728,GG691224,691224
1729,GG691113,691113
1730,GG481866,481866
1731,GG691211,691211
1732,GG641142,641142
1733,GG481915,481915
1734,GG642297,642297
1735,GG642270,642270
1736,GG642204,642204
1737,GG642202,642202
1738,GG642203,642203
1739,GG481561,481561
1740,GG671261,671261
1741,GG671263,671263
1742,GG671267,671267
1743,GG671266,671266
1744,GG671268,671268
1745,GG671265,671265
1746,GG671264,671264
1747,GG671269,671269
1748,GG481557,481557
1749,GG481903,481903
1750,GG481725,481725
1751,GG481862,481862
1752,GG481762,481762
1753,GG481764,481764
1754,GG474167,474167
1755,GG481776,481776
1756,GG751516,751516
1757,GG481382,481382
1758,GG191699,191699
1759,GG474164,474164
1760,GG481722,481722
1761,GG481758,481758
1762,GG417416,417416
1763,GG417183,417183
1764,GG417185,417185
1765,GG676113,676113
1766,GG676115,676115
1767,GG676192,676192
1768,GG676121,676121
1769,GG676119,676119
1770,GG676190,676190
1771,GG676123,676123
1772,GG676117,676117
1773,GG676191,676191
1774,GG676169,676169
1775,GG676194,676194
1776,GG676149,676149
1777,GG676147,676147
1778,GG676152,676152
1779,GG676151,676151
1780,GG676201,676201
1781,GG676176,676176
1782,GG676148,676148
1783,GG676144,676144
1784,GG676200,676200
1785,GG676202,676202
1786,GG676143,676143
1787,GG677212,677212
1788,GG677211,677211
1789,GG677210,677210
1790,GG559154,559154
1791,GG559150,559150
1792,GG559153,559153
1793,GG559128,559128
1794,GG559127,559127
1795,GG559129,559129
1796,GG559149,559149
1797,GG559134,559134
1798,GG677192,677192
1799,GG677191,677191
1800,GG677133,677133
1801,GG677136,677136
1802,GG677149,677149
1803,GG677130,677130
1804,GG677122,677122
1805,GG677129,677129
1806,GG677131,677131
1807,GG677183,677183
1808,GG677190,677190
1809,GG677132,677132
1810,GG677152,677152
1811,GG677158,677158
1812,GG677151,677151
1813,GG677193,677193
1814,GG677156,677156
1815,GG677202,677202
1816,GG677178,677178
1817,GG677154,677154
1818,GG677153,677153
1819,GG677176,677176
1820,GG677180,677180
1821,GG677181,677181
1822,GG677198,677198
1823,GG677201,677201
1824,GG677200,677200
1825,GG677199,677199
1826,GG677203,677203
1827,GG677134,677134
1828,71057,71057
1829,71056,71056
1830,GG677056,677056
1831,GG677055,677055
1832,GG677052,677052
1833,299540,299540
1834,299539,299539
1835,299538,299538
1836,299537,299537
1837,299536,299536
1838,G09684,G09684
1839,G09659,G09659
1840,G09789,G09789
1841,G09787,G09787
1842,G09786,G09786
1843,G09785,G09785
1844,G09661,G09661
1845,G09660,G09660
1846,G09662,G09662
1847,G09663,G09663
1848,G09664,G09664
1849,G09665,G09665
1850,G09666,G09666
1851,G09667,G09667
1852,G09651,G09651
1853,G09652,G09652
1854,G09620,G09620
1855,G09611,G09611
1856,G09612,G09612
1857,G09610,G09610
1858,G07895,G07895
1859,G08903,G08903
1860,G08902,G08902
1861,G08900,G08900
1862,G09298,G09298
1863,G09645,G09645
1864,G09647,G09647
1865,G09646,G09646
1866,G09644,G09644
1867,G09643,G09643
1868,G09716,G09716
1869,G09062,G09062
1870,G09069,G09069
1871,G09670,G09670
1872,G09668,G09668
1873,G09669,G09669
1874,G09672,G09672
1875,G09671,G09671
1876,G09680,G09680
1877,G09679,G09679
1878,G09676,G09676
1879,G09681,G09681
1880,G09678,G09678
1881,G09677,G09677
1882,G09317,G09317
1883,G09316,G09316
1884,G09566,G09566
1885,299644,G09843
1886,299643,G09842
1887,299642,G09844
1888,299641,G09840
1889,299640,G09839
1890,299639,G09841
1891,808844,G05992
1892,812954,812954
1893,812958,812958
1894,BH1408746,7283175
1895,840026,7268825
1896,BH1407064,642296
1897,G09507,G09507
1898,808804,808804
1899,G09479,G09479
1900,G09473,G09473
1901,G09472,G09472
1902,G09471,G09471
1903,G09451,G09451
1904,G09450,G09450
1905,G09449,G09449
1906,G09202,G09202
1907,G09201,G09201
1908,G09443,G09443
1909,G09445,G09445
1910,G09442,G09442
1911,G09444,G09444
1912,G05169,G05169
1913,G09556,G09556
1914,G09521,G09521
1915,G09520,G09520
1916,G09523,G09523
1917,G09478,G09478
1918,G09477,G09477
1919,G09422,G09422
1920,G09474,G09474
1921,G09605,G09605
1922,G09572,G09572
1923,G09570,G09570
1924,G09569,G09569
1925,G09571,G09571
1926,G09568,G09568
1927,BH1403943,
1928,G09537,G09537
1929,G09541,G09541
1930,BH1403932,
1931,BH1403929,
1932,G09534,G09534
1933,G09533,G09533
1934,G09528,G09528
1935,BH1403915,
1936,G09536,G09536
1937,G09438,G09438
1938,G09437,G09437
1939,BH1403608,616134
1940,BH1403607,606112
